gene	cog_category
Fj_ctg1_2438	F
Fj_ctg1_2439	DM
Fj_ctg1_2440	EM
Fj_ctg1_2441	O
Fj_ctg1_2442	G
Fj_ctg1_2443	S
Fj_ctg1_2444	F
Fj_ctg1_2445	U
Fj_ctg1_2446	S
Fj_ctg1_2447	S
Fj_ctg1_2448	G
Fj_ctg1_2449	J
Fj_ctg1_2450	O
Fj_ctg1_2451	S
Fj_ctg1_2452	No_COG
Fj_ctg1_2453	S
Fj_ctg1_2454	L
Fj_ctg1_2455	I
Fj_ctg1_2456	No_COG
Fj_ctg1_2457	K
Fj_ctg1_2458	S
Fj_ctg1_2459	No_COG
Fj_ctg1_2460	S
Fj_ctg1_2461	E
Fj_ctg1_2462	No_COG
Fj_ctg1_2463	P
Fj_ctg1_2464	L
Fj_ctg1_2465	F
Fj_ctg1_2466	V
Fj_ctg1_2467	S
Fj_ctg1_2468	No_COG
Fj_ctg1_2469	No_COG
Fj_ctg1_2470	E
Fj_ctg1_2471	S
Fj_ctg1_2472	K
Fj_ctg1_2473	C
Fj_ctg1_2474	C
Fj_ctg1_2475	D
Fj_ctg1_2476	C
Fj_ctg1_2477	S
Fj_ctg1_2478	S
Fj_ctg1_2479	C
Fj_ctg1_2480	H
Fj_ctg1_2481	No_COG
Fj_ctg1_2482	K
Fj_ctg1_2483	S
Fj_ctg1_2484	S
Fj_ctg1_2485	S
Fj_ctg1_2486	M
Fj_ctg1_2487	S
Fj_ctg1_2488	M
Fj_ctg1_2489	No_COG
Fj_ctg1_2490	L
Fj_ctg1_2491	KT
Fj_ctg1_2492	P
Fj_ctg1_2493	S
Fj_ctg1_2494	G
Fj_ctg1_2495	G
Fj_ctg1_2496	G
Fj_ctg1_2497	K
Fj_ctg1_2498	No_COG
Fj_ctg1_2499	S
Fj_ctg1_2500	L
Fj_ctg1_2501	S
Fj_ctg1_2502	O
Fj_ctg1_2503	H
Fj_ctg1_2504	S
Fj_ctg1_2505	No_COG
Fj_ctg1_2506	O
Fj_ctg1_2507	No_COG
Fj_ctg1_2508	No_COG
Fj_ctg1_2509	S
Fj_ctg1_2510	S
Fj_ctg1_2511	F
Fj_ctg1_2512	S
Fj_ctg1_2513	G
Fj_ctg1_2514	L
Fj_ctg1_2515	L
Fj_ctg1_2516	EV
Fj_ctg1_2517	No_COG
Fj_ctg1_2518	G
Fj_ctg1_2519	S
Fj_ctg1_2520	No_COG
Fj_ctg1_2521	No_COG
Fj_ctg1_2522	No_COG
Fj_ctg1_2523	EH
Fj_ctg1_2524	E
Fj_ctg1_2525	C
Fj_ctg1_2526	C
Fj_ctg1_2527	No_COG
Fj_ctg1_2528	P
Fj_ctg1_2529	J
Fj_ctg1_2530	S
Fj_ctg1_2531	No_COG
Fj_ctg1_2532	S
Fj_ctg1_2533	S
Fj_ctg1_2534	D
Fj_ctg1_2535	H
Fj_ctg1_2536	L
Fj_ctg1_2537	No_COG
Fj_ctg1_2538	L
Fj_ctg1_2539	No_COG
Fj_ctg1_2540	C
Fj_ctg1_2541	S
Fj_ctg1_2542	L
Fj_ctg1_2543	T
Fj_ctg1_2544	S
Fj_ctg1_2545	S
Fj_ctg1_2546	K
Fj_ctg1_2547	O
Fj_ctg1_2548	L
Fj_ctg1_2549	S
Fj_ctg1_2550	S
Fj_ctg1_2551	No_COG
Fj_ctg1_2552	No_COG
Fj_ctg1_2553	G
Fj_ctg1_2554	K
Fj_ctg1_2555	P
Fj_ctg1_2556	P
Fj_ctg1_2557	M
Fj_ctg1_2558	L
Fj_ctg1_2559	No_COG
Fj_ctg1_2560	M
Fj_ctg1_2561	No_COG
Fj_ctg1_2562	No_COG
Fj_ctg1_2563	J
Fj_ctg1_2564	T
Fj_ctg1_2565	No_COG
Fj_ctg1_2566	C
Fj_ctg1_2567	E
Fj_ctg1_2568	E
Fj_ctg1_2569	S
Fj_ctg1_2570	No_COG
Fj_ctg1_2571	L
Fj_ctg1_2572	No_COG
Fj_ctg1_2573	E
Fj_ctg1_2574	J
Fj_ctg1_2575	M
Fj_ctg1_2576	S
Fj_ctg1_2577	S
Fj_ctg1_2578	No_COG
Fj_ctg1_2579	M
Fj_ctg1_2580	T
Fj_ctg1_2581	M
Fj_ctg1_2582	M
Fj_ctg1_2583	M
Fj_ctg1_2584	G
Fj_ctg1_2585	M
Fj_ctg1_2586	E
Fj_ctg1_2587	KT
Fj_ctg1_2588	No_COG
Fj_ctg1_2589	S
Fj_ctg1_2590	L
Fj_ctg1_2591	C
Fj_ctg1_2592	Q
Fj_ctg1_2593	S
Fj_ctg1_2594	J
Fj_ctg1_2595	No_COG
Fj_ctg1_2596	S
Fj_ctg1_2597	K
Fj_ctg1_2598	P
Fj_ctg1_2599	P
Fj_ctg1_2600	C
Fj_ctg1_2601	S
Fj_ctg1_2602	C
Fj_ctg1_2603	C
Fj_ctg1_2604	P
Fj_ctg1_2605	S
Fj_ctg1_2606	H
Fj_ctg1_2607	No_COG
Fj_ctg1_2608	No_COG
Fj_ctg1_2609	S
Fj_ctg1_2610	I
Fj_ctg1_2611	K
Fj_ctg1_2612	No_COG
Fj_ctg1_2613	S
Fj_ctg1_2614	Q
Fj_ctg1_2615	M
Fj_ctg1_2616	O
Fj_ctg1_2617	J
Fj_ctg1_2618	E
Fj_ctg1_2619	S
Fj_ctg1_2620	E
Fj_ctg1_2621	E
Fj_ctg1_2622	S
Fj_ctg1_2623	S
Fj_ctg1_2624	K
Fj_ctg1_2625	M
Fj_ctg1_2626	E
Fj_ctg1_2627	G
Fj_ctg1_2628	DT
Fj_ctg1_2629	S
Fj_ctg1_2630	G
Fj_ctg1_2631	T
Fj_ctg1_2632	K
Fj_ctg1_2633	No_COG
Fj_ctg1_2634	No_COG
Fj_ctg1_2635	K
Fj_ctg1_2636	O
Fj_ctg1_2637	E
Fj_ctg1_2638	E
Fj_ctg1_2639	E
Fj_ctg1_2640	E
Fj_ctg1_2641	P
Fj_ctg1_2642	P
Fj_ctg1_2643	No_COG
Fj_ctg1_2644	K
Fj_ctg1_2645	S
Fj_ctg1_2646	HJO
Fj_ctg1_2647	O
Fj_ctg1_2648	L
Fj_ctg1_2649	S
Fj_ctg1_2650	O
Fj_ctg1_2651	N
Fj_ctg1_2652	No_COG
Fj_ctg1_2653	E
Fj_ctg1_2654	S
Fj_ctg1_2655	E
Fj_ctg1_2656	M
Fj_ctg1_2657	G
Fj_ctg1_2658	No_COG
Fj_ctg1_2659	P
Fj_ctg1_2660	I
Fj_ctg1_2661	I
Fj_ctg1_2662	S
Fj_ctg1_2663	S
Fj_ctg1_2664	O
Fj_ctg1_2665	S
Fj_ctg1_2666	H
Fj_ctg1_2667	S
Fj_ctg1_2668	F
Fj_ctg1_2669	F
Fj_ctg1_2670	K
Fj_ctg1_2671	S
Fj_ctg1_2672	G
Fj_ctg1_2673	No_COG
Fj_ctg1_2674	No_COG
Fj_ctg1_2675	No_COG
Fj_ctg1_2676	No_COG
Fj_ctg1_2677	E
Fj_ctg1_2678	L
Fj_ctg1_2679	No_COG
Fj_ctg1_2680	P
Fj_ctg1_2681	H
Fj_ctg1_2682	S
Fj_ctg1_2683	F
Fj_ctg1_2684	S
Fj_ctg1_2685	J
Fj_ctg1_2686	No_COG
Fj_ctg1_2687	P
Fj_ctg1_2688	P
Fj_ctg1_2689	S
Fj_ctg1_2690	S
Fj_ctg1_2691	I
Fj_ctg1_2692	M
Fj_ctg1_2693	S
Fj_ctg1_2694	S
Fj_ctg1_2695	P
Fj_ctg1_2696	O
Fj_ctg1_2697	L
Fj_ctg1_2698	L
Fj_ctg1_2699	No_COG
Fj_ctg1_2700	K
Fj_ctg1_2701	L
Fj_ctg1_2702	L
Fj_ctg1_2703	K
Fj_ctg1_2704	No_COG
Fj_ctg1_2705	O
Fj_ctg1_2706	O
Fj_ctg1_2707	G
Fj_ctg1_2708	IQ
Fj_ctg1_2709	No_COG
Fj_ctg1_2710	CE
Fj_ctg1_2711	S
Fj_ctg1_2712	P
Fj_ctg1_2713	No_COG
Fj_ctg1_2714	P
Fj_ctg1_2715	P
Fj_ctg1_2716	L
Fj_ctg1_2717	T
Fj_ctg1_2718	No_COG
Fj_ctg1_2719	No_COG
Fj_ctg1_2720	No_COG
Fj_ctg1_2721	S
Fj_ctg1_2722	No_COG
Fj_ctg1_2723	E
Fj_ctg1_2724	No_COG
Fj_ctg1_2725	S
Fj_ctg1_2726	G
Fj_ctg1_2727	S
Fj_ctg1_2728	P
Fj_ctg1_2729	No_COG
Fj_ctg1_2730	No_COG
Fj_ctg1_2731	No_COG
Fj_ctg1_2732	S
Fj_ctg1_2733	M
Fj_ctg1_2734	M
Fj_ctg1_2735	No_COG
Fj_ctg1_2736	No_COG
Fj_ctg1_2737	No_COG
Fj_ctg1_2738	L
Fj_ctg1_2739	L
Fj_ctg1_2740	NU
Fj_ctg1_2741	L
Fj_ctg1_2742	L
Fj_ctg1_2743	No_COG
Fj_ctg1_2744	K
Fj_ctg1_2745	No_COG
Fj_ctg1_2746	M
Fj_ctg1_2747	S
Fj_ctg1_2748	L
Fj_ctg1_2749	No_COG
Fj_ctg1_2750	S
Fj_ctg1_2751	S
Fj_ctg1_2752	S
Fj_ctg1_2753	K
Fj_ctg1_2754	No_COG
Fj_ctg1_2755	S
Fj_ctg1_2756	S
Fj_ctg1_2757	No_COG
Fj_ctg1_2758	S
Fj_ctg1_2759	No_COG
Fj_ctg1_2760	No_COG
Fj_ctg1_2761	No_COG
Fj_ctg1_2762	S
Fj_ctg1_2763	S
Fj_ctg1_2764	L
Fj_ctg1_2765	V
Fj_ctg1_2766	S
Fj_ctg1_2767	V
Fj_ctg1_2768	K
Fj_ctg1_2769	No_COG
Fj_ctg1_2770	N
Fj_ctg1_2771	No_COG
Fj_ctg1_2772	L
Fj_ctg1_2773	L
Fj_ctg1_2774	S
Fj_ctg1_2775	T
Fj_ctg1_2776	L
Fj_ctg1_2777	K
Fj_ctg1_2778	P
Fj_ctg1_2779	S
Fj_ctg1_2780	G
Fj_ctg1_2781	G
Fj_ctg1_2782	G
Fj_ctg1_2783	S
Fj_ctg1_2784	GK
Fj_ctg1_2785	Q
Fj_ctg1_2786	No_COG
Fj_ctg1_2787	L
Fj_ctg1_2788	N
Fj_ctg1_2789	S
Fj_ctg1_2790	S
Fj_ctg1_2791	S
Fj_ctg1_2792	T
Fj_ctg1_2793	S
Fj_ctg1_2794	S
Fj_ctg1_2795	F
Fj_ctg1_2796	G
Fj_ctg1_2797	S
Fj_ctg1_2798	P
Fj_ctg1_2799	M
Fj_ctg1_2800	MU
Fj_ctg1_2801	T
Fj_ctg1_2802	T
Fj_ctg1_2803	G
Fj_ctg1_2804	S
Fj_ctg1_2805	No_COG
Fj_ctg1_2806	S
Fj_ctg1_2807	M
Fj_ctg1_2808	L
Fj_ctg1_2809	S
Fj_ctg1_2810	G
Fj_ctg1_2811	G
Fj_ctg1_2812	G
Fj_ctg1_2813	G
Fj_ctg1_2814	O
Fj_ctg1_2815	S
Fj_ctg1_2816	S
Fj_ctg1_2817	No_COG
Fj_ctg1_2818	No_COG
Fj_ctg1_2819	K
Fj_ctg1_2820	No_COG
Fj_ctg1_2821	O
Fj_ctg1_2822	I
Fj_ctg1_2823	F
Fj_ctg1_2824	G
Fj_ctg1_2825	No_COG
Fj_ctg1_2826	No_COG
Fj_ctg1_2827	No_COG
Fj_ctg1_2828	No_COG
Fj_ctg1_2829	J
Fj_ctg1_2830	No_COG
Fj_ctg1_2831	U
Fj_ctg1_2832	U
Fj_ctg1_2833	M
Fj_ctg1_2834	S
Fj_ctg1_2835	S
Fj_ctg1_2836	V
Fj_ctg1_2837	KT
Fj_ctg1_2838	K
Fj_ctg1_2839	KT
Fj_ctg1_2840	K
Fj_ctg1_2841	EGP
Fj_ctg1_2842	S
Fj_ctg1_2843	L
Fj_ctg1_2844	H
Fj_ctg1_2845	S
Fj_ctg1_2846	S
Fj_ctg1_2847	M
Fj_ctg1_2848	O
Fj_ctg1_2849	H
Fj_ctg1_2850	S
Fj_ctg1_2851	S
Fj_ctg1_2852	H
Fj_ctg1_2853	H
Fj_ctg1_2854	S
Fj_ctg1_2855	S
Fj_ctg1_2856	M
Fj_ctg1_2857	S
Fj_ctg1_2858	M
Fj_ctg1_2859	S
Fj_ctg1_2860	O
Fj_ctg1_2861	S
Fj_ctg1_2862	O
Fj_ctg1_2863	E
Fj_ctg1_2864	E
Fj_ctg1_2865	S
Fj_ctg1_2866	No_COG
Fj_ctg1_2867	No_COG
Fj_ctg1_2868	No_COG
Fj_ctg1_2869	M
Fj_ctg1_2870	E
Fj_ctg1_2871	I
Fj_ctg1_2872	K
Fj_ctg1_2873	E
Fj_ctg1_2874	K
Fj_ctg1_2875	C
Fj_ctg1_2876	S
Fj_ctg1_2877	L
Fj_ctg1_2878	No_COG
Fj_ctg1_2879	O
Fj_ctg1_2880	E
Fj_ctg1_2881	E
Fj_ctg1_2882	M
Fj_ctg1_2883	E
Fj_ctg1_2884	V
Fj_ctg1_2885	K
Fj_ctg1_2886	No_COG
Fj_ctg1_2887	S
Fj_ctg1_2888	S
Fj_ctg1_2889	No_COG
Fj_ctg1_2890	K
Fj_ctg1_2891	E
Fj_ctg1_2892	CH
Fj_ctg1_2893	K
Fj_ctg1_2894	K
Fj_ctg1_2895	CH
Fj_ctg1_2896	S
Fj_ctg1_2897	S
Fj_ctg1_2898	K
Fj_ctg1_2899	S
Fj_ctg1_2900	M
Fj_ctg1_2901	No_COG
Fj_ctg1_2902	E
Fj_ctg1_2903	P
Fj_ctg1_2904	S
Fj_ctg1_2905	E
Fj_ctg1_2906	F
Fj_ctg1_2907	J
Fj_ctg1_2908	C
Fj_ctg1_2909	C
Fj_ctg1_2910	C
Fj_ctg1_2911	T
Fj_ctg1_2912	No_COG
Fj_ctg1_2913	No_COG
Fj_ctg1_2914	No_COG
Fj_ctg1_2915	M
Fj_ctg1_2916	EGP
Fj_ctg1_2917	No_COG
Fj_ctg1_2918	L
Fj_ctg1_2919	L
Fj_ctg1_2920	C
Fj_ctg1_2921	EGP
Fj_ctg1_2922	No_COG
Fj_ctg1_2923	K
Fj_ctg1_2924	No_COG
Fj_ctg1_2925	No_COG
Fj_ctg1_2926	S
Fj_ctg1_2927	T
Fj_ctg1_2928	T
Fj_ctg1_2929	L
Fj_ctg1_2930	No_COG
Fj_ctg1_2931	I
Fj_ctg1_2932	EH
Fj_ctg1_2933	E
Fj_ctg1_2934	E
Fj_ctg1_2935	E
Fj_ctg1_2936	CE
Fj_ctg1_2937	E
Fj_ctg1_2938	S
Fj_ctg1_2939	E
Fj_ctg1_2940	E
Fj_ctg1_2941	S
Fj_ctg1_2942	No_COG
Fj_ctg1_2943	E
Fj_ctg1_2944	E
Fj_ctg1_2945	E
Fj_ctg1_2946	E
Fj_ctg1_2947	E
Fj_ctg1_2948	E
Fj_ctg1_2949	E
Fj_ctg1_2950	E
Fj_ctg1_2951	T
Fj_ctg1_2952	T
Fj_ctg1_2953	M
Fj_ctg1_2954	S
Fj_ctg1_2955	No_COG
Fj_ctg1_2956	S
Fj_ctg1_2957	K
Fj_ctg1_2958	M
Fj_ctg1_2959	S
Fj_ctg1_2960	S
Fj_ctg1_2961	IQ
Fj_ctg1_2962	No_COG
Fj_ctg1_2963	No_COG
Fj_ctg1_2964	S
Fj_ctg1_2965	S
Fj_ctg1_2966	G
Fj_ctg1_2967	P
Fj_ctg1_2968	PT
Fj_ctg1_2969	K
Fj_ctg1_2970	No_COG
Fj_ctg1_2971	C
Fj_ctg1_2972	S
Fj_ctg1_2973	I
Fj_ctg1_2974	J
Fj_ctg1_2975	M
Fj_ctg1_2976	IM
Fj_ctg1_2977	I
Fj_ctg1_2978	S
Fj_ctg1_2979	T
Fj_ctg1_2980	S
Fj_ctg1_2981	S
Fj_ctg1_2982	E
Fj_ctg1_2983	S
Fj_ctg1_2984	No_COG
Fj_ctg1_2985	L
Fj_ctg1_2986	L
Fj_ctg1_2987	L
Fj_ctg1_2988	S
Fj_ctg1_2989	S
Fj_ctg1_2990	No_COG
Fj_ctg1_2991	L
Fj_ctg1_2992	V
Fj_ctg1_2993	S
Fj_ctg1_2994	N
Fj_ctg1_2995	J
Fj_ctg1_2996	No_COG
Fj_ctg1_2997	L
Fj_ctg1_2998	No_COG
Fj_ctg1_2999	S
Fj_ctg1_3000	No_COG
Fj_ctg1_3001	S
Fj_ctg1_3002	E
Fj_ctg1_3003	S
Fj_ctg1_3004	No_COG
Fj_ctg1_3005	No_COG
Fj_ctg1_3006	S
Fj_ctg1_3007	S
Fj_ctg1_3008	No_COG
Fj_ctg1_3009	No_COG
Fj_ctg1_3010	L
Fj_ctg1_3011	KT
Fj_ctg1_3012	T
Fj_ctg1_3013	CO
Fj_ctg1_3014	M
Fj_ctg1_3015	V
Fj_ctg1_3016	MU
Fj_ctg1_3017	S
Fj_ctg1_3018	K
Fj_ctg1_3019	O
Fj_ctg1_3020	No_COG
Fj_ctg1_3021	K
Fj_ctg1_3022	S
Fj_ctg1_3023	No_COG
Fj_ctg1_3024	No_COG
Fj_ctg1_3025	K
Fj_ctg1_3026	I
Fj_ctg1_3027	O
Fj_ctg1_3028	S
Fj_ctg1_3029	S
Fj_ctg1_3030	H
Fj_ctg1_3031	D
Fj_ctg1_3032	M
Fj_ctg1_3033	S
Fj_ctg1_3034	M
Fj_ctg1_3035	No_COG
Fj_ctg1_3036	S
Fj_ctg1_3037	S
Fj_ctg1_3038	No_COG
Fj_ctg1_3039	E
Fj_ctg1_3040	S
Fj_ctg1_3041	S
Fj_ctg1_3042	K
Fj_ctg1_3043	S
Fj_ctg1_3044	C
Fj_ctg1_3045	J
Fj_ctg1_3046	M
Fj_ctg1_3047	No_COG
Fj_ctg1_3048	No_COG
Fj_ctg1_3049	T
Fj_ctg1_3050	T
Fj_ctg1_3051	F
Fj_ctg1_3052	L
Fj_ctg1_3053	No_COG
Fj_ctg1_3054	No_COG
Fj_ctg1_3055	No_COG
Fj_ctg1_3056	E
Fj_ctg1_3057	I
Fj_ctg1_3058	L
Fj_ctg1_3059	S
Fj_ctg1_3060	S
Fj_ctg1_3061	No_COG
Fj_ctg1_3062	No_COG
Fj_ctg1_3063	S
Fj_ctg1_3064	H
Fj_ctg1_3065	K
Fj_ctg1_3066	No_COG
Fj_ctg1_3067	Q
Fj_ctg1_3068	T
Fj_ctg1_3069	P
Fj_ctg1_3070	K
Fj_ctg1_3071	No_COG
Fj_ctg1_3072	I
Fj_ctg1_3073	S
Fj_ctg1_3074	P
Fj_ctg1_3075	L
Fj_ctg1_3076	No_COG
Fj_ctg1_3077	U
Fj_ctg1_3078	S
Fj_ctg1_3079	No_COG
Fj_ctg1_3080	U
Fj_ctg1_3081	S
Fj_ctg1_3082	U
Fj_ctg1_3083	U
Fj_ctg1_3084	S
Fj_ctg1_3085	E
Fj_ctg1_3086	D
Fj_ctg1_3087	V
Fj_ctg1_3088	No_COG
Fj_ctg1_3089	EH
Fj_ctg1_3090	S
Fj_ctg1_3091	S
Fj_ctg1_3092	S
Fj_ctg1_3093	S
Fj_ctg1_3094	D
Fj_ctg1_3095	No_COG
Fj_ctg1_3096	U
Fj_ctg1_3097	U
Fj_ctg1_3098	S
Fj_ctg1_3099	L
Fj_ctg1_3100	L
Fj_ctg1_3101	S
Fj_ctg1_3102	K
Fj_ctg1_3103	No_COG
Fj_ctg1_3104	No_COG
Fj_ctg1_3105	K
Fj_ctg1_3106	I
Fj_ctg1_3107	No_COG
Fj_ctg1_3108	No_COG
Fj_ctg1_3109	S
Fj_ctg1_3110	No_COG
Fj_ctg1_3111	No_COG
Fj_ctg1_3112	K
Fj_ctg1_3113	P
Fj_ctg1_3114	S
Fj_ctg1_3115	E
Fj_ctg1_3116	No_COG
Fj_ctg1_3117	S
Fj_ctg1_3118	No_COG
Fj_ctg1_3119	No_COG
Fj_ctg1_3120	No_COG
Fj_ctg1_3121	O
Fj_ctg1_3122	S
Fj_ctg1_3123	No_COG
Fj_ctg1_3124	P
Fj_ctg1_3125	I
Fj_ctg1_3126	S
Fj_ctg1_3127	S
Fj_ctg1_3128	K
Fj_ctg1_3129	No_COG
Fj_ctg1_3130	No_COG
Fj_ctg1_3131	M
Fj_ctg1_3132	I
Fj_ctg1_3133	L
Fj_ctg1_3134	No_COG
Fj_ctg1_3135	H
Fj_ctg1_3136	S
Fj_ctg1_3137	O
Fj_ctg1_3138	O
Fj_ctg1_3139	L
Fj_ctg1_3140	No_COG
Fj_ctg1_3141	S
Fj_ctg1_3142	S
Fj_ctg1_3143	No_COG
Fj_ctg1_3144	M
Fj_ctg1_3145	S
Fj_ctg1_3146	M
Fj_ctg1_3147	M
Fj_ctg1_3148	C
Fj_ctg1_3149	P
Fj_ctg1_3150	P
Fj_ctg1_3151	MU
Fj_ctg1_3152	M
Fj_ctg1_3153	M
Fj_ctg1_3154	M
Fj_ctg1_3155	P
Fj_ctg1_3156	S
Fj_ctg1_3157	S
Fj_ctg1_3158	S
Fj_ctg1_3159	Q
Fj_ctg1_3160	No_COG
Fj_ctg1_3161	K
Fj_ctg1_3162	M
Fj_ctg1_3163	No_COG
Fj_ctg1_3164	T
Fj_ctg1_3165	P
Fj_ctg1_3166	T
Fj_ctg1_3167	T
Fj_ctg1_3168	No_COG
Fj_ctg1_3169	K
Fj_ctg1_3170	No_COG
Fj_ctg1_3171	K
Fj_ctg1_3172	P
Fj_ctg1_3173	P
Fj_ctg1_3174	P
Fj_ctg1_3175	M
Fj_ctg1_3176	M
Fj_ctg1_3177	K
Fj_ctg1_3178	EGP
Fj_ctg1_3179	S
Fj_ctg1_3180	K
Fj_ctg1_3181	I
Fj_ctg1_3182	C
Fj_ctg1_3183	Q
Fj_ctg1_3184	K
Fj_ctg1_3185	K
Fj_ctg1_3186	S
Fj_ctg1_3187	K
Fj_ctg1_3188	T
Fj_ctg1_3189	N
Fj_ctg1_3190	G
Fj_ctg1_3191	G
Fj_ctg1_3192	G
Fj_ctg1_3193	G
Fj_ctg1_3194	G
Fj_ctg1_3195	G
Fj_ctg1_3196	G
Fj_ctg1_3197	S
Fj_ctg1_3198	S
Fj_ctg1_3199	G
Fj_ctg1_3200	S
Fj_ctg1_3201	T
Fj_ctg1_3202	S
Fj_ctg1_3203	S
Fj_ctg1_3204	No_COG
Fj_ctg1_3205	G
Fj_ctg1_3206	G
Fj_ctg1_3207	M
Fj_ctg1_3208	H
Fj_ctg1_3209	G
Fj_ctg1_3210	No_COG
Fj_ctg1_3211	S
Fj_ctg1_3212	T
Fj_ctg1_3213	S
Fj_ctg1_3214	T
Fj_ctg1_3215	KT
Fj_ctg1_3216	T
Fj_ctg1_3217	T
Fj_ctg1_3218	T
Fj_ctg1_3219	No_COG
Fj_ctg1_3220	No_COG
Fj_ctg1_3221	P
Fj_ctg1_3222	S
Fj_ctg1_3223	P
Fj_ctg1_3224	P
Fj_ctg1_3225	No_COG
Fj_ctg1_3226	K
Fj_ctg1_3227	K
Fj_ctg1_3228	E
Fj_ctg1_3229	S
Fj_ctg1_3230	No_COG
Fj_ctg1_3231	S
Fj_ctg1_3232	S
Fj_ctg1_3233	S
Fj_ctg1_3234	No_COG
Fj_ctg1_3235	S
Fj_ctg1_3236	S
Fj_ctg1_3237	S
Fj_ctg1_3238	S
Fj_ctg1_3239	S
Fj_ctg1_3240	S
Fj_ctg1_3241	L
Fj_ctg1_3242	D
Fj_ctg1_3243	No_COG
Fj_ctg1_3244	No_COG
Fj_ctg1_3245	No_COG
Fj_ctg1_3246	M
Fj_ctg1_3247	S
Fj_ctg1_3248	M
Fj_ctg1_3249	O
Fj_ctg1_3250	Q
Fj_ctg1_3251	C
Fj_ctg1_3252	E
Fj_ctg1_3253	Q
Fj_ctg1_3254	Q
Fj_ctg1_3255	Q
Fj_ctg1_3256	V
Fj_ctg1_3257	IQ
Fj_ctg1_3258	IQ
Fj_ctg1_3259	S
Fj_ctg1_3260	H
Fj_ctg1_3261	S
Fj_ctg1_3262	J
Fj_ctg1_3263	No_COG
Fj_ctg1_3264	No_COG
Fj_ctg1_3265	No_COG
Fj_ctg1_3266	M
Fj_ctg1_3267	No_COG
Fj_ctg1_3268	P
Fj_ctg1_3269	E
Fj_ctg1_3270	EU
Fj_ctg1_3271	S
Fj_ctg1_3272	E
Fj_ctg1_3273	S
Fj_ctg1_3274	T
Fj_ctg1_3275	N
Fj_ctg1_3276	GM
Fj_ctg1_3277	C
Fj_ctg1_3278	K
Fj_ctg1_3279	No_COG
Fj_ctg1_3280	No_COG
Fj_ctg1_3281	S
Fj_ctg1_3282	M
Fj_ctg1_3283	T
Fj_ctg1_3284	T
Fj_ctg1_3285	N
Fj_ctg1_3286	J
Fj_ctg1_3287	S
Fj_ctg1_3288	No_COG
Fj_ctg1_3289	No_COG
Fj_ctg1_3290	No_COG
Fj_ctg1_3291	CH
Fj_ctg1_3292	KT
Fj_ctg1_3293	K
Fj_ctg1_3294	K
Fj_ctg1_3295	IQ
Fj_ctg1_3296	S
Fj_ctg1_3297	L
Fj_ctg1_3298	T
Fj_ctg1_3299	T
Fj_ctg1_3300	H
Fj_ctg1_3301	No_COG
Fj_ctg1_3302	S
Fj_ctg1_3303	No_COG
Fj_ctg1_3304	No_COG
Fj_ctg1_3305	No_COG
Fj_ctg1_3306	No_COG
Fj_ctg1_3307	M
Fj_ctg1_3308	MU
Fj_ctg1_3309	V
Fj_ctg1_3310	M
Fj_ctg1_3311	K
Fj_ctg1_3312	T
Fj_ctg1_3313	I
Fj_ctg1_3314	T
Fj_ctg1_3315	No_COG
Fj_ctg1_3316	No_COG
Fj_ctg1_3317	S
Fj_ctg1_3318	T
Fj_ctg1_3319	T
Fj_ctg1_3320	M
Fj_ctg1_3321	V
Fj_ctg1_3322	MU
Fj_ctg1_3323	F
Fj_ctg1_3324	K
Fj_ctg1_3325	S
Fj_ctg1_3326	S
Fj_ctg1_3327	S
Fj_ctg1_3328	S
Fj_ctg1_3329	S
Fj_ctg1_3330	F
Fj_ctg1_3331	P
Fj_ctg1_3332	S
Fj_ctg1_3333	P
Fj_ctg1_3334	PT
Fj_ctg1_3335	K
Fj_ctg1_3336	S
Fj_ctg1_3337	No_COG
Fj_ctg1_3338	No_COG
Fj_ctg1_3339	No_COG
Fj_ctg1_3340	No_COG
Fj_ctg1_3341	No_COG
Fj_ctg1_3342	M
Fj_ctg1_3343	S
Fj_ctg1_3344	M
Fj_ctg1_3345	No_COG
Fj_ctg1_3346	S
Fj_ctg1_3347	No_COG
Fj_ctg1_3348	No_COG
Fj_ctg1_3349	S
Fj_ctg1_3350	S
Fj_ctg1_3351	S
Fj_ctg1_3352	S
Fj_ctg1_3353	No_COG
Fj_ctg1_3354	T
Fj_ctg1_3355	No_COG
Fj_ctg1_3356	No_COG
Fj_ctg1_3357	M
Fj_ctg1_3358	S
Fj_ctg1_3359	M
Fj_ctg1_3360	S
Fj_ctg1_3361	S
Fj_ctg1_3362	M
Fj_ctg1_3363	S
Fj_ctg1_3364	O
Fj_ctg1_3365	No_COG
Fj_ctg1_3366	P
Fj_ctg1_3367	S
Fj_ctg1_3368	No_COG
Fj_ctg1_3369	S
Fj_ctg1_3370	H
Fj_ctg1_3371	S
Fj_ctg1_3372	S
Fj_ctg1_3373	K
Fj_ctg1_3374	S
Fj_ctg1_3375	S
Fj_ctg1_3376	T
Fj_ctg1_3377	P
Fj_ctg1_3378	N
Fj_ctg1_3379	UW
Fj_ctg1_3380	S
Fj_ctg1_3381	K
Fj_ctg1_3382	K
Fj_ctg1_3383	EG
Fj_ctg1_3384	No_COG
Fj_ctg1_3385	L
Fj_ctg1_3386	L
Fj_ctg1_3387	No_COG
Fj_ctg1_3388	K
Fj_ctg1_3389	G
Fj_ctg1_3390	S
Fj_ctg1_3391	C
